Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-11-23,Night,Walk-in,205.67,45.2,2,Returning,Jill Martin,Glow & Go Studio
2023-09-08,Evening,Google Ads,257.91,108.26,5,Returning,Christopher Brown,Glow & Go Studio
2023-01-02,Evening,Facebook,250.43,113.03,6,New,Lori Martinez,Glow & Go Studio
2023-11-24,Evening,Facebook,100.87,32.31,2,New,Ashley Phillips,Glow & Go Studio
2023-06-25,Evening,Walk-in,149.02,58.25,2,New,Sara Thomas,Glow & Go Studio
2023-03-06,Morning,Instagram,91.63,18.88,4,Returning,Allison Simmons,Glow & Go Studio
2023-05-12,Morning,Walk-in,193.73,69.03,2,Returning,Matthew Perez,Glow & Go Studio
2023-08-28,Evening,Facebook,350.63,120.4,6,New,Janice Henson,Glow & Go Studio
2023-07-18,Evening,Referral,381.39,102.54,5,Returning,Ashley Jackson,Glow & Go Studio
2023-12-20,Afternoon,Facebook,173.18,71.3,5,Returning,Brian Sosa,Glow & Go Studio
2023-12-11,Evening,Referral,432.5,113.57,11,Returning,Luis Wilson,Glow & Go Studio
2023-11-07,Night,Referral,282.27,107.95,5,New,Tamara Huang,Glow & Go Studio
2023-03-25,Evening,Google Ads,452.54,97.1,16,New,Cassandra Moreno,Glow & Go Studio
2023-10-17,Evening,Email,355.72,72.01,4,Returning,Meghan Hernandez,Glow & Go Studio
2023-03-29,Morning,Referral,279.46,214.02,13,Returning,Elizabeth Roth,Glow & Go Studio
2023-10-27,Morning,Google Ads,374.17,194.07,14,Returning,Brian Hendricks,Glow & Go Studio
2023-07-09,Afternoon,Facebook,436.37,127.71,35,New,Tasha Cochran,Glow & Go Studio
2023-05-07,Afternoon,Google Ads,49.36,11.62,0,New,Angela Smith,Glow & Go Studio
2023-09-18,Evening,Referral,52.86,11.39,1,New,Brittany Rios,Glow & Go Studio
2023-11-07,Morning,Email,17.88,8.79,0,Returning,James Griffith,Glow & Go Studio
2023-12-19,Morning,Facebook,61.72,12.51,1,New,Karen Jones,Glow & Go Studio
2023-12-30,Morning,Facebook,56.96,51.15,0,Returning,Tina Ramirez,Glow & Go Studio
2023-12-03,Afternoon,Instagram,61.91,23.86,1,New,Zachary White,Glow & Go Studio
2023-09-13,Night,Walk-in,342.91,69.73,14,New,Francisco Coleman,Glow & Go Studio
2023-01-29,Evening,Email,61.62,23.6,0,Returning,Jennifer Leon,Glow & Go Studio
2023-07-14,Afternoon,Google Ads,139.27,69.86,3,New,Robert Valdez,Glow & Go Studio
2023-06-04,Afternoon,Email,322.2,286.35,12,Returning,Jason Crawford,Glow & Go Studio
2023-04-22,Morning,Email,483.21,153.48,16,Returning,Kim Underwood,Glow & Go Studio
2023-09-20,Night,Google Ads,489.47,129.72,10,Returning,Kevin Fisher,Glow & Go Studio
2023-08-29,Morning,Google Ads,389.39,273.04,11,New,Melissa Goodman,Glow & Go Studio
2023-06-12,Evening,Instagram,209.94,64.71,2,Returning,Cynthia Smith,Glow & Go Studio
2023-12-25,Morning,Email,443.04,198.76,6,Returning,Alicia Grant DVM,Glow & Go Studio
2023-08-11,Night,Referral,372.82,210.64,8,Returning,Amy Bailey,Glow & Go Studio
2023-02-03,Night,Referral,111.18,34.68,1,Returning,Sharon Fuentes,Glow & Go Studio
2023-02-02,Morning,Facebook,432.24,98.5,16,Returning,Charles Castaneda,Glow & Go Studio
2023-08-15,Night,Instagram,12.74,5.27,0,New,Susan Sanchez,Glow & Go Studio
2023-10-02,Evening,Instagram,104.28,57.72,3,Returning,Amy Taylor,Glow & Go Studio
2023-10-31,Evening,Instagram,327.75,152.44,8,Returning,Michele Bennett,Glow & Go Studio
2023-09-03,Morning,Instagram,31.35,7.37,0,New,Vincent Watson,Glow & Go Studio
2023-05-29,Morning,Walk-in,79.09,51.87,2,Returning,Mary Jones,Glow & Go Studio
2023-03-31,Night,Google Ads,434.58,96.34,6,Returning,Sheila Johnson,Glow & Go Studio
2023-02-24,Morning,Instagram,127.85,27.36,4,Returning,Bob Jones,Glow & Go Studio
2023-05-28,Night,Referral,380.92,100.79,5,Returning,Robin Hernandez,Glow & Go Studio
2023-03-29,Night,Instagram,238.58,69.74,3,New,Patrick Adkins,Glow & Go Studio
2023-04-10,Night,Walk-in,285.74,98.48,4,Returning,Elizabeth Jenkins,Glow & Go Studio
2023-05-13,Morning,Walk-in,333.47,82.07,4,Returning,Richard Dominguez,Glow & Go Studio
2023-05-31,Evening,Instagram,278.07,151.06,2,New,Christopher Ibarra,Glow & Go Studio
2023-12-12,Evening,Google Ads,240.55,54.12,2,New,Paul Gordon,Glow & Go Studio
2023-07-24,Evening,Instagram,56.81,13.84,0,New,Ronnie Frazier,Glow & Go Studio
2023-03-17,Morning,Walk-in,163.95,39.66,3,Returning,Kristen Gallegos,Glow & Go Studio
2023-12-15,Evening,Instagram,163.86,116.17,1,Returning,Kathryn Fletcher,Glow & Go Studio
2023-09-15,Afternoon,Referral,256.33,57.57,2,New,Christopher Dudley,Glow & Go Studio
2023-11-13,Night,Instagram,10.31,6.68,0,New,Vanessa Martinez,Glow & Go Studio
2023-07-01,Afternoon,Facebook,36.63,8.75,1,Returning,Manuel Robinson,Glow & Go Studio
2023-11-30,Night,Email,423.29,260.3,5,Returning,Paul Hansen,Glow & Go Studio
2023-02-17,Morning,Instagram,448.93,314.27,5,New,Rose Mcdonald,Glow & Go Studio
2023-07-21,Afternoon,Instagram,77.1,38.39,0,Returning,Martin Wilcox,Glow & Go Studio
2023-07-19,Afternoon,Google Ads,487.87,171.97,7,New,Robert Lucas,Glow & Go Studio
2023-07-12,Afternoon,Email,10.62,9.34,0,Returning,Brian Miller,Glow & Go Studio
2023-04-20,Night,Facebook,90.33,52.61,1,New,Sarah Johnson,Glow & Go Studio
2023-12-03,Evening,Referral,453.79,116.98,6,New,Joshua Jones,Glow & Go Studio
2023-05-06,Afternoon,Google Ads,207.64,89.87,2,Returning,Nicole Parker,Glow & Go Studio
2023-07-18,Morning,Email,152.12,116.28,13,New,Margaret Johnson,Glow & Go Studio
2023-09-11,Morning,Referral,50.9,21.64,0,Returning,William Cunningham,Glow & Go Studio
2023-05-18,Afternoon,Instagram,103.51,35.59,6,New,Rachel Williams,Glow & Go Studio
2023-02-19,Evening,Google Ads,100.14,35.3,2,New,Tony Smith,Glow & Go Studio
2023-04-10,Evening,Email,87.46,28.61,3,Returning,Douglas Sanders,Glow & Go Studio
2023-07-08,Evening,Google Ads,40.72,14.77,1,Returning,Paul Swanson,Glow & Go Studio
2023-01-29,Afternoon,Referral,263.66,179.9,3,Returning,Michele Davis,Glow & Go Studio
2023-06-11,Morning,Referral,444.84,179.9,5,Returning,Patrick Garcia,Glow & Go Studio
2023-06-14,Evening,Walk-in,202.4,61.67,3,New,Brittany Matthews,Glow & Go Studio
2023-03-21,Evening,Email,109.44,38.13,1,Returning,Kevin Christian,Glow & Go Studio
2023-07-26,Afternoon,Facebook,158.99,37.91,2,Returning,Christian Ford,Glow & Go Studio
2023-06-03,Night,Instagram,199.82,68.69,12,New,Anna Higgins,Glow & Go Studio
2023-03-14,Afternoon,Referral,28.02,8.48,1,New,Rhonda Pena,Glow & Go Studio
2023-06-10,Evening,Email,47.4,13.5,0,New,Candace Stuart,Glow & Go Studio
2023-06-24,Afternoon,Instagram,157.98,62.4,2,New,Monica Curtis,Glow & Go Studio
2023-04-14,Evening,Walk-in,94.15,20.86,2,New,Gloria Floyd,Glow & Go Studio
2023-09-28,Morning,Instagram,102.13,52.03,1,New,Isaac Chase,Glow & Go Studio
2023-09-15,Morning,Email,487.83,108.42,5,Returning,Steven Schroeder,Glow & Go Studio
2023-02-13,Night,Referral,163.09,33.64,1,Returning,Daniel Bishop,Glow & Go Studio
2023-11-04,Afternoon,Instagram,219.96,124.41,2,Returning,Christian Burton,Glow & Go Studio
2023-09-08,Morning,Instagram,297.49,225.75,6,New,Robert Thomas PhD,Glow & Go Studio
2023-06-17,Night,Instagram,305.61,218.98,12,New,Tracy Harrington,Glow & Go Studio
2023-04-15,Morning,Referral,216.72,82.61,2,New,Brandon Edwards,Glow & Go Studio
2023-01-15,Night,Referral,285.96,94.92,3,New,Candice Ramirez,Glow & Go Studio
2023-06-11,Night,Email,234.24,70.14,7,New,Brandon White,Glow & Go Studio
2023-08-16,Night,Google Ads,106.99,39.69,1,New,Deanna Kennedy,Glow & Go Studio
2023-01-05,Morning,Referral,270.52,99.9,2,New,Shawn Santos,Glow & Go Studio
2023-07-11,Night,Referral,417.6,146.26,12,New,Caleb Carroll,Glow & Go Studio
2023-11-26,Afternoon,Instagram,71.2,19,0,New,Scott Morales,Glow & Go Studio
2023-08-06,Evening,Facebook,147.44,42.15,1,New,Sylvia Anderson,Glow & Go Studio
2023-12-31,Afternoon,Facebook,111.04,28.88,1,New,Ryan Crane,Glow & Go Studio
2023-12-04,Night,Google Ads,12.85,9.3,0,New,Michael Hunter,Glow & Go Studio
2023-11-13,Evening,Walk-in,244.94,63.73,3,Returning,Shawn Fleming,Glow & Go Studio
2023-02-19,Morning,Referral,492.82,144.67,6,New,Maria Figueroa,Glow & Go Studio
2023-05-19,Afternoon,Email,304.77,106.48,10,Returning,Roberto Smith,Glow & Go Studio
2023-05-24,Evening,Google Ads,368.1,97.42,27,New,Donna Moore,Glow & Go Studio
2023-04-23,Evening,Instagram,74.98,16.9,1,New,Benjamin Price,Glow & Go Studio
2023-03-16,Afternoon,Instagram,415.93,119.13,25,Returning,Brandon Owens,Glow & Go Studio
2023-04-18,Morning,Walk-in,331.17,94.82,8,New,Stephanie Marshall,Glow & Go Studio
2023-03-31,Morning,Walk-in,301.72,81.71,5,New,Nicholas Lowery,Glow & Go Studio
2023-03-10,Night,Facebook,271.93,126.16,3,Returning,Patricia Gonzalez,Glow & Go Studio
2023-08-03,Night,Google Ads,80.25,18.75,1,Returning,Evan Davies,Glow & Go Studio
2023-10-24,Evening,Email,27.64,7.74,0,Returning,Dr. John Ramirez,Glow & Go Studio
2023-11-17,Morning,Facebook,109.04,39.38,3,New,Christopher Harrison,Glow & Go Studio
2023-05-26,Afternoon,Walk-in,262,76.34,20,New,Erica Johnson,Glow & Go Studio
2023-06-01,Morning,Email,240.06,69.79,3,New,Jamie Mayer,Glow & Go Studio
2023-10-05,Afternoon,Google Ads,315.54,173.22,4,Returning,Jeffrey Kennedy,Glow & Go Studio
2023-11-25,Morning,Walk-in,310.9,82.88,8,New,Sean Cisneros,Glow & Go Studio
2023-08-24,Evening,Google Ads,465.38,117.74,4,New,Debra Reid,Glow & Go Studio
2023-02-16,Morning,Facebook,321.34,73.06,6,Returning,Benjamin Sullivan,Glow & Go Studio
2023-06-30,Morning,Facebook,323.96,76.97,5,New,Michael Savage,Glow & Go Studio
2023-07-08,Night,Google Ads,429.46,87.84,6,New,Mckenzie Green,Glow & Go Studio
2023-04-29,Evening,Instagram,200.36,72.26,2,Returning,Anna Valenzuela,Glow & Go Studio
2023-02-17,Morning,Walk-in,487.86,110.7,7,New,Paul Martin,Glow & Go Studio
2023-04-01,Afternoon,Walk-in,231.4,82.6,7,New,Jason Alvarez,Glow & Go Studio
2023-11-06,Night,Referral,246.28,222.78,15,Returning,Caitlyn Horton,Glow & Go Studio
2023-12-15,Evening,Facebook,83.9,20.56,1,New,Michael Price,Glow & Go Studio
2023-09-26,Afternoon,Google Ads,279.96,63.7,3,New,Richard Harper,Glow & Go Studio
2023-09-15,Evening,Walk-in,284.77,86.07,4,Returning,Michael Jensen,Glow & Go Studio
2023-10-28,Night,Email,326.71,229.74,3,Returning,William Mcmillan,Glow & Go Studio
2023-11-03,Morning,Google Ads,418.13,136.83,9,Returning,Nancy Stewart,Glow & Go Studio
2023-12-25,Afternoon,Referral,148.27,68.12,5,New,Jimmy Hernandez,Glow & Go Studio
2023-08-08,Afternoon,Email,173.16,67.36,7,New,Ashley Cordova,Glow & Go Studio
2023-09-19,Morning,Walk-in,60.19,13.8,0,New,Joseph Smith,Glow & Go Studio
2023-06-17,Morning,Facebook,290.86,89.15,19,New,Ronnie Martinez,Glow & Go Studio
2023-02-24,Evening,Referral,184.59,102.23,3,Returning,Wayne Davis,Glow & Go Studio
2023-08-25,Evening,Instagram,448.14,90.45,6,Returning,William Fisher,Glow & Go Studio
2023-11-11,Evening,Email,452.05,132.28,13,New,Carol Gray,Glow & Go Studio
2023-12-01,Evening,Referral,41.64,14.26,0,Returning,Tristan Bonilla,Glow & Go Studio
2023-10-24,Afternoon,Referral,456.21,232.73,10,New,Alexis Cervantes,Glow & Go Studio
2023-09-09,Afternoon,Walk-in,47.98,12.51,0,New,Steven Shaw,Glow & Go Studio
2023-07-06,Evening,Email,384.38,97.96,15,Returning,Melissa Banks,Glow & Go Studio
2023-10-17,Evening,Walk-in,495.29,486.48,7,New,Jason Bell,Glow & Go Studio
2023-04-10,Evening,Email,101.76,28.38,1,Returning,Kelly Hubbard,Glow & Go Studio
2023-02-16,Evening,Instagram,325.53,102.05,5,Returning,Christopher Patterson,Glow & Go Studio
2023-05-01,Afternoon,Google Ads,289.02,66.75,13,New,Kurt Daniels,Glow & Go Studio
2023-09-22,Morning,Email,197.3,41.83,3,Returning,Ryan Barker,Glow & Go Studio
2023-06-06,Afternoon,Instagram,367.74,288.12,11,Returning,Douglas Oliver,Glow & Go Studio
2023-10-18,Evening,Google Ads,214.99,80.64,2,New,Shannon Cowan,Glow & Go Studio
2023-12-14,Morning,Referral,162.43,138.09,6,Returning,Ashley Banks,Glow & Go Studio
2023-08-22,Evening,Facebook,285.11,89.41,4,New,Jennifer Crawford,Glow & Go Studio
2023-06-17,Afternoon,Google Ads,299.43,90.98,28,New,Tammy Garcia,Glow & Go Studio
2023-02-19,Afternoon,Walk-in,195.73,117.78,3,New,Kevin Johnson,Glow & Go Studio
2023-12-11,Morning,Email,458.74,234.01,4,New,Jason Walker,Glow & Go Studio
2023-09-27,Morning,Email,138.67,28.73,1,Returning,James Gonzalez,Glow & Go Studio
2023-01-05,Evening,Google Ads,138.61,36.18,3,New,Caleb Ponce,Glow & Go Studio
2023-08-13,Morning,Facebook,319.23,72.3,4,New,Jennifer Hoover,Glow & Go Studio
2023-05-26,Morning,Email,221.12,44.99,3,Returning,Natalie Smith,Glow & Go Studio
2023-09-15,Night,Google Ads,93.83,30.02,3,Returning,Danny Campbell,Glow & Go Studio
2023-01-02,Afternoon,Google Ads,92.79,19.49,3,New,Deborah Roberson,Glow & Go Studio
2023-04-11,Morning,Email,45.86,9.46,1,Returning,Jennifer Allen,Glow & Go Studio
2023-04-03,Afternoon,Walk-in,448.1,173.48,4,New,Jennifer Smith,Glow & Go Studio
2023-09-07,Evening,Facebook,280.83,72.63,2,New,James Montoya,Glow & Go Studio
2023-11-07,Evening,Facebook,454.86,266.38,4,New,Lindsay Rogers,Glow & Go Studio
2023-04-09,Evening,Email,473.4,188.35,12,Returning,Wendy Allen,Glow & Go Studio
2023-01-02,Morning,Email,397.07,196.94,9,Returning,Cheryl Newman,Glow & Go Studio
2023-08-18,Morning,Instagram,128.13,35.42,10,Returning,Rebecca Lane,Glow & Go Studio
2023-06-19,Morning,Referral,463.96,97.25,6,Returning,Mark Madden,Glow & Go Studio
2023-07-02,Evening,Facebook,397.98,212.55,7,New,Tanner Holmes,Glow & Go Studio
2023-03-11,Evening,Instagram,345.85,88.47,4,New,Brett Owen,Glow & Go Studio
2023-06-17,Night,Facebook,268.02,60.49,5,Returning,Lynn Mueller,Glow & Go Studio
2023-08-06,Night,Walk-in,431.16,89.48,5,New,Lori Green,Glow & Go Studio
2023-09-19,Night,Walk-in,360.81,194.24,6,Returning,Tiffany Harris,Glow & Go Studio
2023-04-24,Afternoon,Google Ads,107.01,39.13,3,Returning,Jeffrey Fuller,Glow & Go Studio
2023-06-07,Evening,Walk-in,56.59,26.85,0,New,Alyssa Zimmerman,Glow & Go Studio
2023-05-24,Evening,Walk-in,348.55,94.4,4,New,Angela Reyes,Glow & Go Studio
2023-05-25,Night,Referral,321.15,221.38,4,Returning,Bianca Chavez,Glow & Go Studio
2023-05-29,Evening,Facebook,416.2,415.23,9,Returning,Heather Allen,Glow & Go Studio
2023-08-31,Night,Instagram,408.56,122.64,4,Returning,Elizabeth Nichols,Glow & Go Studio
2023-12-28,Afternoon,Walk-in,400.57,210.67,35,New,Richard Hartman,Glow & Go Studio
2023-10-03,Morning,Google Ads,203.8,46.09,5,New,Mary Hill,Glow & Go Studio
2023-11-07,Night,Walk-in,192.9,47.45,9,New,Lori Little,Glow & Go Studio
2023-05-29,Evening,Walk-in,95.79,26.9,1,Returning,Ashley Stevens,Glow & Go Studio
2023-07-07,Morning,Instagram,427.06,239.53,5,New,Ashley Campbell,Glow & Go Studio
2023-05-11,Morning,Facebook,207.1,57.05,4,New,Anna Snyder,Glow & Go Studio
2023-02-21,Evening,Referral,227.69,52.44,2,New,Ryan Myers,Glow & Go Studio
2023-07-24,Night,Instagram,257.59,133.85,3,New,Alex Jones DVM,Glow & Go Studio
2023-01-15,Afternoon,Facebook,193.74,111.68,2,Returning,Michael Brooks,Glow & Go Studio
2023-06-04,Night,Walk-in,465.38,202.29,11,Returning,Terry Stokes,Glow & Go Studio
2023-11-21,Morning,Referral,472.81,176.84,20,Returning,Adam White,Glow & Go Studio
2023-07-12,Night,Email,20.06,4.23,0,Returning,Lisa Johnson,Glow & Go Studio
2023-05-10,Evening,Email,201.82,41.88,3,New,Wendy Webb,Glow & Go Studio
2023-02-08,Night,Instagram,182.22,63.11,4,Returning,Kimberly Moore,Glow & Go Studio
2023-02-04,Evening,Google Ads,467.03,251.21,42,New,Tammy Lee,Glow & Go Studio
2023-10-22,Night,Google Ads,329.33,73.9,3,New,Alexander Hunt,Glow & Go Studio
2023-08-07,Night,Facebook,437.94,151.24,11,Returning,Sean Wilson,Glow & Go Studio
2023-08-09,Evening,Email,38.32,11.73,0,New,Garrett Robinson,Glow & Go Studio
2023-06-30,Evening,Facebook,115,29.17,2,New,Teresa Adams,Glow & Go Studio
2023-06-05,Night,Email,348.23,118.05,11,Returning,Dr. Gregory Arnold,Glow & Go Studio
2023-02-27,Night,Email,144.56,33.09,4,New,Patrick Simpson,Glow & Go Studio
2023-09-06,Afternoon,Instagram,216.94,54.15,9,Returning,Jennifer Lee,Glow & Go Studio
2023-07-20,Afternoon,Email,361.08,138.14,5,New,Michael Clay,Glow & Go Studio
2023-07-08,Night,Walk-in,102.66,60.39,1,Returning,James Silva,Glow & Go Studio
2023-09-20,Evening,Referral,48.08,12.76,1,New,Emily Bauer,Glow & Go Studio
2023-04-06,Morning,Facebook,440.89,351.08,4,Returning,Katherine Andrade,Glow & Go Studio
2023-04-08,Morning,Google Ads,150.78,57.39,7,New,Paul Cabrera,Glow & Go Studio
2023-12-21,Night,Google Ads,460.6,293.4,11,New,Lisa Patterson,Glow & Go Studio
2023-12-10,Night,Instagram,387.77,77.69,8,Returning,Jacqueline Chen,Glow & Go Studio
2023-12-20,Afternoon,Instagram,185.29,73.65,1,New,Christopher Johnson,Glow & Go Studio
2023-11-25,Morning,Referral,65.4,18.48,1,New,Laurie Carter,Glow & Go Studio
2023-05-16,Morning,Walk-in,312.33,240.85,14,New,Maria Sanford,Glow & Go Studio
2023-12-20,Afternoon,Instagram,46.57,10.87,1,Returning,Allen White,Glow & Go Studio
2023-05-04,Morning,Instagram,48.19,19.94,2,Returning,Richard Howard,Glow & Go Studio
2023-08-17,Morning,Google Ads,362.3,107.62,4,New,Matthew Watson,Glow & Go Studio
2023-11-06,Afternoon,Email,156.18,146.43,2,New,Barbara Flores,Glow & Go Studio
2023-12-31,Night,Facebook,206.86,47.71,11,Returning,Gary Marshall,Glow & Go Studio
2023-10-26,Afternoon,Walk-in,351.17,84.85,29,New,Stephanie Hoffman,Glow & Go Studio
2023-03-10,Morning,Email,208.99,43.7,16,Returning,Lance Rose,Glow & Go Studio
2023-05-04,Night,Instagram,86.31,17.58,0,Returning,Donald Franklin,Glow & Go Studio
2023-01-23,Morning,Email,47.5,20.9,1,New,Shannon Jones,Glow & Go Studio
2023-07-08,Morning,Walk-in,140.49,30.55,1,Returning,Jennifer Avila,Glow & Go Studio
2023-06-13,Night,Instagram,11.8,2.85,0,Returning,Francisco Gonzalez,Glow & Go Studio
2023-08-09,Morning,Email,401.23,134.45,9,New,Kathleen Mooney,Glow & Go Studio
2023-10-19,Evening,Email,456.99,102.69,11,New,Caleb Jackson,Glow & Go Studio
2023-08-05,Night,Referral,99.06,22.76,1,Returning,James Ray,Glow & Go Studio
2023-11-12,Night,Facebook,250.52,113.86,4,New,Mason Chase,Glow & Go Studio
2023-12-31,Night,Facebook,160.72,94.74,1,Returning,Susan Mitchell DVM,Glow & Go Studio
2023-12-17,Morning,Google Ads,375.76,180.36,9,New,Steven Hull,Glow & Go Studio
2023-05-02,Night,Referral,316.91,71.66,5,New,Matthew Jones,Glow & Go Studio
2023-11-20,Night,Instagram,287.87,264.44,3,Returning,Robert Cummings,Glow & Go Studio
2023-07-11,Night,Email,344.9,108.13,20,New,Paul Ross,Glow & Go Studio
2023-04-18,Night,Facebook,210.14,110.24,2,Returning,Emily Salazar,Glow & Go Studio
2023-12-21,Night,Google Ads,478.59,243.96,5,New,Michael Gibson,Glow & Go Studio
2023-06-24,Afternoon,Email,102.23,46.49,4,Returning,Tracy Martinez,Glow & Go Studio
2023-08-18,Afternoon,Referral,112.01,58.8,3,New,Luke Johnson,Glow & Go Studio
2023-03-09,Evening,Facebook,254.51,150.01,15,Returning,Adam Garcia,Glow & Go Studio
2023-08-07,Morning,Referral,448.1,273.91,5,New,Michael Graham,Glow & Go Studio
2023-02-07,Morning,Instagram,286.98,184.1,18,New,Corey Barrera,Glow & Go Studio
2023-01-18,Morning,Facebook,66.71,30.41,0,Returning,Steven Mayo,Glow & Go Studio
2023-09-05,Afternoon,Email,444.95,118.23,40,Returning,Shawna Green,Glow & Go Studio
2023-06-26,Morning,Referral,207.43,75.02,2,New,Ashley Valentine,Glow & Go Studio
2023-04-25,Morning,Referral,403.52,259.92,9,Returning,Gary Salazar,Glow & Go Studio
2023-03-20,Afternoon,Walk-in,356.4,106,5,Returning,Debra Jackson,Glow & Go Studio
2023-12-29,Afternoon,Email,27.22,10.3,0,Returning,Joe Martinez,Glow & Go Studio
2023-09-16,Afternoon,Email,28.14,5.94,0,Returning,Nicole Barron,Glow & Go Studio
2023-12-03,Night,Walk-in,499.44,165.99,12,New,Jennifer Griffin,Glow & Go Studio
2023-07-13,Morning,Facebook,288.05,148.94,9,New,Joseph Lane,Glow & Go Studio
2023-04-14,Afternoon,Facebook,378.25,83.51,6,New,Vanessa Morris,Glow & Go Studio
2023-01-13,Afternoon,Facebook,202.19,80.84,2,Returning,Courtney Baker,Glow & Go Studio
2023-12-16,Evening,Google Ads,456.86,443.11,6,Returning,Bradley Hansen,Glow & Go Studio
2023-09-08,Evening,Instagram,143.11,42.58,3,Returning,Mary Moss,Glow & Go Studio
2023-12-10,Evening,Walk-in,278.84,59.2,14,New,Blake Bonilla,Glow & Go Studio
2023-01-11,Afternoon,Walk-in,447.46,173.99,4,Returning,Adam Robinson,Glow & Go Studio
2023-01-31,Afternoon,Email,57.39,12.29,0,New,Chelsea Garcia,Glow & Go Studio
2023-01-22,Evening,Walk-in,230.56,139.02,6,Returning,Kevin Rose,Glow & Go Studio
2023-05-31,Night,Email,73.49,45.89,2,New,Paige Collins,Glow & Go Studio
2023-02-05,Morning,Walk-in,45.65,13.67,1,Returning,Christian Wagner,Glow & Go Studio
2023-03-09,Evening,Referral,447.99,191.42,21,Returning,Colleen Cox,Glow & Go Studio
2023-05-03,Morning,Instagram,158.85,51.29,1,Returning,Shawna Palmer,Glow & Go Studio
2023-05-08,Night,Instagram,75.3,16.55,1,Returning,Chelsea Ramirez,Glow & Go Studio
2023-01-30,Afternoon,Google Ads,481.06,133.68,9,Returning,Eric Kane,Glow & Go Studio
2023-01-10,Evening,Facebook,491.29,248.59,14,Returning,Bridget Walter,Glow & Go Studio
2023-11-11,Morning,Referral,473.17,100.25,40,Returning,Cynthia Shannon,Glow & Go Studio
2023-12-10,Afternoon,Walk-in,136.23,68.35,3,Returning,Allen Stanley,Glow & Go Studio
2023-09-18,Morning,Referral,352.15,181.3,30,Returning,Derek Mcintosh,Glow & Go Studio
2023-02-18,Evening,Walk-in,301.36,293.47,17,Returning,Jeffrey Hernandez,Glow & Go Studio
2023-04-20,Afternoon,Walk-in,68.2,16.46,2,Returning,Katie Brown,Glow & Go Studio
2023-11-07,Evening,Walk-in,156.38,62.68,4,Returning,Brent Wong,Glow & Go Studio
2023-09-09,Night,Email,216.65,125.01,3,Returning,Jenny Carter,Glow & Go Studio
2023-04-05,Afternoon,Facebook,468.71,108.42,5,New,Kirk Moreno,Glow & Go Studio
2023-12-07,Morning,Facebook,166.95,73.41,1,New,Jeffrey Maldonado DDS,Glow & Go Studio
2023-05-06,Afternoon,Facebook,271.44,214.46,5,New,Colleen Brown,Glow & Go Studio
2023-01-22,Evening,Google Ads,490.76,123.86,7,Returning,Derek Jones,Glow & Go Studio
2023-10-28,Afternoon,Google Ads,169.42,127.08,7,New,Darrell Oliver,Glow & Go Studio
2023-01-04,Evening,Walk-in,163.78,138.8,3,Returning,Jenna Garcia,Glow & Go Studio
2023-07-20,Afternoon,Email,204.59,112.15,18,Returning,Sherry Adams,Glow & Go Studio
2023-11-07,Morning,Facebook,349.39,196.26,16,New,Richard Bailey,Glow & Go Studio
2023-03-11,Morning,Walk-in,147.4,55.37,3,New,Kyle Gross,Glow & Go Studio
2023-02-20,Afternoon,Facebook,142.78,60.57,3,Returning,Jonathan Graves,Glow & Go Studio
2023-06-13,Afternoon,Instagram,471.36,102.01,5,New,Eric Knox,Glow & Go Studio
2023-04-27,Morning,Email,387.72,80.46,9,Returning,Ethan Jones,Glow & Go Studio
2023-09-09,Afternoon,Email,327.67,110.27,5,Returning,Steven Thomas,Glow & Go Studio
2023-12-18,Night,Facebook,306.33,113.52,3,New,John Cook,Glow & Go Studio
2023-11-03,Afternoon,Instagram,254.51,84.75,15,New,Dennis Jones,Glow & Go Studio
2023-05-27,Night,Facebook,108.85,95.57,3,New,Sarah Wheeler,Glow & Go Studio
2023-03-10,Night,Walk-in,286.39,80.14,8,New,Lauren Freeman,Glow & Go Studio
2023-08-14,Night,Facebook,413.85,149.87,4,Returning,Brian Fuentes,Glow & Go Studio
2023-08-01,Afternoon,Google Ads,200.61,157.58,3,New,Wanda Conley,Glow & Go Studio
2023-03-01,Night,Email,144.34,128.2,9,New,Carol Thomas,Glow & Go Studio
2023-03-22,Morning,Referral,138.11,75.43,3,Returning,Eric Fitzgerald,Glow & Go Studio
2023-08-07,Morning,Referral,463.38,130.13,6,New,Nicholas Fritz,Glow & Go Studio
2023-12-14,Morning,Email,460.88,303.71,18,New,John Diaz,Glow & Go Studio
2023-06-21,Afternoon,Google Ads,477.97,247.09,38,New,Harold Mckinney,Glow & Go Studio
2023-03-17,Morning,Facebook,371.91,92.31,8,New,Patricia Vincent,Glow & Go Studio
2023-06-15,Night,Referral,137.68,43.64,5,Returning,Linda Rodriguez,Glow & Go Studio
2023-06-20,Morning,Instagram,252.07,137.46,15,New,Monica Smith,Glow & Go Studio
2023-04-29,Night,Google Ads,466.01,409.11,9,Returning,Selena Hopkins,Glow & Go Studio
2023-01-06,Evening,Walk-in,52.03,12.45,0,New,Jonathan Sanchez,Glow & Go Studio
2023-06-05,Night,Email,140.8,116.3,5,New,Valerie Howard,Glow & Go Studio
2023-03-20,Morning,Email,471.15,124.81,15,New,Cheryl Blevins,Glow & Go Studio
2023-02-23,Morning,Email,300.74,119.29,19,New,Tracie Wiley,Glow & Go Studio
